state_name,state_abbreviation,statefip,year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rate_violent_crime,rate_homicide,rate_robbery,rate_aggravated_assault,rate_property_crime,rate_burglary,rate_larceny,rate_motor_vehicle_theft
Idaho,ID,16,2017,1718904,4111,42,222,3092,28557,5837,20570,2150,239.164,2.443418,12.91521,179.8821,1661.349,339.5768,1196.693,125.0797
Idaho,ID,16,2018,1750536,4196,34,195,3040,25822,4990,18876,1956,239.698,1.942262,11.13945,173.6611,1475.091,285.0555,1078.298,111.7372
Idaho,ID,16,2019,1789060,4162,28,161,3055,22244,4045,16591,1608,232.6361,1.565068,8.999139,170.7601,1243.334,226.0964,927.3585,89.8796
Idaho,ID,16,2020,1826913,4432,41,174,3385,20313,3731,14815,1767,242.595,2.244223,9.524263,185.2852,1111.876,204.2243,810.9308,96.72054
Idaho,ID,16,2021,1904314,4585,43,158,3293,18371,3090,13557,1724,240.7691,2.258031,8.296951,172.9232,964.7043,162.2632,711.9099,90.53129
Idaho,ID,16,2022,1939033,4681,53,159,3524,17972,3075,13129,1768,241.409,2.733321,8.199964,181.7401,926.8538,158.5842,677.0901,91.17947
Illinois,IL,17,2008,12901563,67780,790,24054,38818,378355,78968,266815,32572,525.3627,6.123289,186.4425,300.8783,2932.629,612.0809,2068.083,252.4655
Illinois,IL,17,2009,12910409,64185,773,22923,36588,353347,77850,248821,26676,497.157,5.987417,177.5544,283.3992,2736.916,603.0018,1927.29,206.624
Illinois,IL,17,2010,12841980,57132,704,20386,32976,349064,77472,242681,28911,444.8847,5.482021,158.745,256.7828,2718.148,603.2715,1889.748,225.1288
Illinois,IL,17,2011,12859752,54523,781,20217,30495,344468,77719,237362,29387,423.9818,6.073212,157.2114,237.1352,2678.652,604.3585,1845.774,228.5192
Illinois,IL,17,2012,12868192,53556,770,19480,29725,332706,71100,235314,26292,416.189,5.983747,151.381,230.9959,2585.491,552.5251,1828.649,204.3177
Illinois,IL,17,2013,12890552,51956,722,17733,28161,296048,59093,216059,20896,403.0549,5.601001,137.5659,218.4623,2296.628,458.421,1676.104,162.1032
Illinois,IL,17,2014,12882189,47775,690,15271,27485,269647,50759,201003,17885,370.8609,5.356233,118.5435,213.3566,2093.177,394.0247,1560.317,138.8351
Illinois,IL,17,2015,12839047,49755,754,15056,29019,256962,46846,192424,17692,387.5288,5.87271,117.2673,226.0215,2001.41,364.8713,1498.74,137.7984
Illinois,IL,17,2016,12835726,56054,1061,17829,32161,263256,48193,195196,19867,436.703,8.265991,138.9014,250.5585,2050.963,375.4599,1520.724,154.7789
Illinois,IL,17,2017,12786196,55777,983,17731,31639,255108,43355,190860,20893,436.2283,7.687978,138.673,247.4465,1995.183,339.0766,1492.703,163.4028
Illinois,IL,17,2018,12723071,52343,902,14251,31084,246679,39317,187517,19845,411.4023,7.089483,112.0091,244.3121,1938.832,309.0213,1473.834,155.9765
Illinois,IL,17,2019,12667017,52601,851,12660,32929,235033,34789,181225,19019,415.2596,6.718235,99.9446,259.9586,1855.472,274.6424,1430.684,150.1458
Illinois,IL,17,2020,12587530,53612,1151,12261,35110,196287,31020,143935,21332,425.9136,9.14397,97.40592,278.9268,1559.377,246.4344,1143.473,169.4693
Illinois,IL,17,2021,12686469,43739,1150,10860,25088,176763,24989,129894,21880,344.7689,9.064776,85.60301,197.754,1393.319,196.9736,1023.878,172.4672
Illinois,IL,17,2022,12582032,36149,982,10655,18460,211721,26229,150061,35431,287.3065,7.80478,84.68426,146.7172,1682.725,208.4639,1192.661,281.6
Indiana,IN,18,2008,6376792,21525,322,7580,11912,213639,48805,147334,17500,337.5522,5.049561,118.8685,186.8024,3350.258,765.3535,2310.472,274.4326
Indiana,IN,18,2009,6423113,21455,312,7347,12175,199907,48880,137190,13837,334.0281,4.857458,114.3838,189.5498,3112.307,761.0017,2135.88,215.4251
Indiana,IN,18,2010,6490622,20983,268,6559,12396,199274,48570,137204,13500,323.2818,4.129034,101.0535,190.9832,3070.183,748.3104,2113.881,207.9924
Indiana,IN,18,2011,6516353,21619,306,6977,12578,206016,50571,140630,14815,331.7653,4.695878,107.0691,193.0221,3161.523,776.0629,2158.109,227.3511
Indiana,IN,18,2012,6537782,22544,307,6601,13975,197994,47689,136668,13637,344.8264,4.695782,100.967,213.7575,3028.458,729.437,2090.434,208.5876
Indiana,IN,18,2013,6570713,23627,357,7114,13915,187472,42754,130534,14184,359.5804,5.4332,108.2683,211.7731,2853.146,650.6752,1986.603,215.867
Indiana,IN,18,2014,6597880,24105,333,6894,14681,174909,36909,124144,13856,365.3446,5.047076,104.4881,222.5109,2650.988,559.407,1881.574,210.0069
Indiana,IN,18,2015,6612768,25373,370,7081,15536,171878,34404,123940,13534,383.6971,5.595236,107.0807,234.9394,2599.184,520.2662,1874.253,204.6647
Indiana,IN,18,2016,6634007,26516,431,7291,16345,168460,33567,120454,14439,399.6981,6.496828,109.9034,246.382,2539.34,505.9838,1815.705,217.6513
Indiana,IN,18,2017,6660082,26307,413,7035,16247,158932,29799,114395,14738,394.9951,6.201125,105.6293,243.9459,2386.337,447.4269,1717.621,221.2886
Indiana,IN,18,2018,6695497,25009,418,5737,16368,146948,25894,105861,15193,373.5197,6.243002,85.68446,244.4628,2194.729,386.7375,1581.078,226.9137
Indiana,IN,18,2019,6731010,25006,373,5335,16745,131097,21586,95745,13766,371.5044,5.541516,79.26003,248.774,1947.657,320.6948,1422.446,204.5161
Indiana,IN,18,2020,6754953,24161,505,4215,17093,120453,18938,86080,15435,357.6783,7.475996,62.39866,253.0439,1783.18,280.3572,1274.324,228.499
Indiana,IN,18,2021,6813532,22661,490,3189,16538,105814,14441,77079,14294,332.5881,7.191571,46.80392,242.7229,1552.998,211.9459,1131.264,209.7884
Indiana,IN,18,2022,6833037,20925,427,2936,15321,105514,15449,76437,13628,306.2328,6.249052,42.96772,224.2195,1544.174,226.0927,1118.639,199.4428
Iowa,IA,19,2008,3002555,8651,77,1249,6388,73273,16598,52299,4376,288.1213,2.564483,41.5979,212.7521,2440.355,552.7959,1741.817,145.7425
Iowa,IA,19,2009,3007856,8485,38,1201,6356,70080,16419,49757,3904,282.0946,1.263358,39.92877,211.3133,2329.899,545.8705,1654.235,129.7934
Iowa,IA,19,2010,3050202,8191,38,1012,6258,68740,16746,48194,3800,268.5396,1.245819,33.17813,205.1667,2253.621,549.0128,1580.026,124.5819
Iowa,IA,19,2011,3064097,7883,44,824,6149,72043,17573,50472,3998,257.2699,1.435986,26.8921,200.679,2351.198,573.5132,1647.206,130.4789
Iowa,IA,19,2012,3075039,8167,49,962,6255,70357,17201,49116,4040,265.5901,1.593476,31.28416,203.412,2288.003,559.375,1597.248,131.3804
Iowa,IA,19,2013,3092341,8443,41,937,6332,67976,15918,47803,4255,273.0294,1.325856,30.30067,204.764,2198.205,514.7557,1545.852,137.598
Iowa,IA,19,2014,3109481,8484,60,1047,6227,65100,14363,46594,4143,272.843,1.929582,33.67122,200.2585,2093.597,461.9099,1498.449,133.2377
Iowa,IA,19,2015,3121997,8619,73,1050,6291,64688,14977,45328,4383,276.0733,2.338247,33.63232,201.5056,2072.007,479.725,1451.891,140.3909
Iowa,IA,19,2016,3130869,9170,73,1150,6669,65888,15306,45580,5002,292.8899,2.331621,36.73102,213.0079,2104.464,488.8739,1455.826,159.7639
Iowa,IA,19,2017,3143637,9038,98,1269,6366,65652,14711,45441,5500,287.5014,3.117408,40.36726,202.5043,2088.409,467.9612,1445.491,174.9566
Iowa,IA,19,2018,3148618,8303,70,989,6118,57024,12433,39498,5093,263.703,2.223198,31.41061,194.3075,1811.08,394.8716,1254.455,161.7535
Iowa,IA,19,2019,3159596,9086,70,919,6732,58446,12406,40479,5561,287.5684,2.215473,29.086,213.0652,1849.793,392.6451,1281.145,176.0035
Iowa,IA,19,2020,3163561,9601,111,943,7258,53725,11739,35751,6235,303.4871,3.508704,29.80818,229.425,1698.245,371.0692,1130.087,197.088
Iowa,IA,19,2021,3197689,9434,73,692,7117,48232,8515,33661,6056,295.0256,2.282899,21.64063,222.567,1508.339,266.2861,1052.667,189.3868
Iowa,IA,19,2022,3200517,9170,53,692,7064,42614,6997,30899,4718,286.5162,1.655982,21.62151,220.7143,1331.472,218.6209,965.4377,147.4137
Kansas,KS,20,2008,2802134,11554,113,1681,8534,94882,19651,67826,7405,412.3286,4.032641,59.98999,304.5536,3386.062,701.2869,2420.512,264.2629
Kansas,KS,20,2009,2818747,11460,125,1786,8370,90930,19473,65499,5958,406.5636,4.434595,63.36149,296.9405,3225.901,690.8389,2323.692,211.3705
Kansas,KS,20,2010,2859143,10602,97,1538,7821,89109,19315,63774,6020,370.8104,3.392625,53.79234,273.5435,3116.633,675.5521,2230.529,210.5526
Kansas,KS,20,2011,2870386,10209,111,1448,7528,88655,18712,63259,6684,355.6664,3.867076,50.44618,262.2644,3088.609,651.8984,2203.85,232.8607
Kansas,KS,20,2012,2885398,10292,85,1493,7609,91066,18874,65413,6779,356.6926,2.945868,51.74329,263.7071,3156.098,654.1212,2267.036,234.9416
Kansas,KS,20,2013,2895801,9928,117,1339,7177,85704,17476,61557,6671,342.8412,4.040333,46.23936,247.8416,2959.596,603.4945,2125.733,230.368
Kansas,KS,20,2014,2902507,10235,92,1361,7299,80029,15921,57169,6939,352.6262,3.169674,46.8905,251.4723,2757.237,548.5258,1969.642,239.0692
Kansas,KS,20,2015,2906721,11483,126,1823,7850,80059,15619,57435,7005,395.05,4.334781,62.71672,270.0638,2754.272,537.3409,1975.938,240.9932
Kansas,KS,20,2016,2907731,11665,132,1757,8158,82293,14759,60119,7415,401.1719,4.539622,60.42512,280.5624,2830.145,507.5779,2067.557,255.0098
Kansas,KS,20,2017,2910689,11654,134,1633,8383,79387,13102,58891,7394,400.3863,4.603721,56.10355,288.0074,2727.43,450.134,2023.267,254.0292
Kansas,KS,20,2018,2911359,12861,122,1420,9655,77449,12792,56726,7931,441.7525,4.190483,48.77447,331.6321,2660.235,439.3824,1948.437,272.4157
Kansas,KS,20,2019,2912635,11811,95,1157,9059,66306,9996,49420,6890,405.5091,3.261651,39.72348,311.0242,2276.495,343.1944,1696.745,236.5556
Kansas,KS,20,2020,2913805,12385,100,928,10094,64077,9655,47193,7229,425.0456,3.431939,31.84839,346.4199,2199.083,331.3537,1619.635,248.0948
Kansas,KS,20,2021,2937922,13071,142,979,10466,66020,9770,48381,7869,444.9063,4.833348,33.32287,356.2382,2247.167,332.548,1646.776,267.8424
Kansas,KS,20,2022,2937150,12178,134,859,9850,58515,8029,43725,6761,414.6196,4.562246,29.24604,335.3591,1992.237,273.3602,1488.688,230.1891
Kentucky,KY,21,2008,4269245,12690,201,4080,6952,114492,29556,77279,7657,297.2422,4.708092,95.56725,162.8391,2681.786,692.3004,1810.133,179.3526
Kentucky,KY,21,2009,4314113,11000,184,3642,5643,108914,29880,72938,6096,254.9771,4.265071,84.4206,130.8033,2524.598,692.6105,1690.684,141.3037
Kentucky,KY,21,2010,4347223,10604,188,3748,5230,111170,30443,74488,6239,243.9258,4.3246,86.21596,120.3067,2557.265,700.2861,1713.462,143.5169
Kentucky,KY,21,2011,4366814,10465,151,3705,5110,119037,32750,79586,6701,239.6484,3.457899,84.84447,117.019,2725.946,749.9747,1822.519,153.4528
Kentucky,KY,21,2012,4379730,9852,201,3547,4792,112800,29877,76199,6724,224.9454,4.589324,80.98672,109.4131,2575.501,682.1653,1739.81,153.5255
Kentucky,KY,21,2013,4399583,9280,172,3247,4215,104448,26331,72048,6069,210.9291,3.909461,73.80245,95.80453,2374.043,598.4885,1637.61,137.9449
Kentucky,KY,21,2014,4412617,9495,164,3343,4432,99909,23426,70108,6375,215.1784,3.716615,75.76003,100.4393,2264.167,530.8868,1588.808,144.4721
Kentucky,KY,21,2015,4424611,9887,219,3314,4710,97545,22526,67143,7876,223.4547,4.949588,74.89924,106.45,2204.601,509.1069,1517.489,178.0043
Kentucky,KY,21,2016,4436113,10452,265,3371,5068,97713,20932,66833,9948,235.6117,5.973698,75.98995,114.2442,2202.672,471.8545,1506.567,224.2504
Kentucky,KY,21,2017,4453874,10292,265,2967,5243,95899,20535,65006,10358,231.0797,5.949876,66.61617,117.7177,2153.159,461.0593,1459.538,232.5616
Kentucky,KY,21,2018,4461153,9719,250,2469,5125,89235,17462,61313,10460,217.8585,5.603932,55.34444,114.8806,2000.268,391.4235,1374.376,234.4685
Kentucky,KY,21,2019,4472345,9872,229,2162,5808,85387,15567,59535,10285,220.7343,5.120357,48.34153,129.8648,1909.222,348.0724,1331.181,229.9688
Kentucky,KY,21,2020,4477251,11600,323,2369,7537,79673,15407,52769,11497,259.0876,7.214248,52.91193,168.3399,1779.507,344.1174,1178.603,256.787
Kentucky,KY,21,2021,4506589,12121,374,2227,7804,73175,13063,49080,11032,268.9617,8.29896,49.41653,173.1687,1623.734,289.8645,1089.072,244.7971
Kentucky,KY,21,2022,4512310,9663,306,1720,6110,65375,11044,44664,9667,214.1475,6.781449,38.11795,135.4074,1448.814,244.7527,989.8256,214.2362
Louisiana,LA,22,2008,4410796,29613,544,6241,21578,171179,45524,112091,13564,671.3754,12.33337,141.4937,489.2087,3880.909,1032.104,2541.287,307.5182
Louisiana,LA,22,2009,4492076,28878,529,6150,20848,172619,46928,114102,11589,642.8654,11.77629,136.9077,464.1061,3842.744,1044.684,2540.073,257.9876
Louisiana,LA,22,2010,4545343,25241,500,5297,18214,165667,45437,110260,9970,555.3156,11.00027,116.5369,400.7178,3644.763,999.6385,2425.78,219.3454
Louisiana,LA,22,2011,4574766,25373,506,5235,18370,168529,46242,113174,9113,554.6295,11.06067,114.4321,401.5506,3683.882,1010.806,2473.875,199.2014
Louisiana,LA,22,2012,4602134,22839,489,5458,15737,162673,42037,112764,7872,496.2698,10.62551,118.5972,341.9501,3534.73,913.4241,2450.255,171.0511
Louisiana,LA,22,2013,4629284,24127,494,5539,16331,165679,41214,115300,9165,521.1821,10.6712,119.6513,352.7759,3578.934,890.2889,2490.666,197.9788
Louisiana,LA,22,2014,4648990,23983,476,5725,16400,161192,38541,113251,9400,515.8755,10.23878,123.145,352.7648,3467.248,829.0188,2436.034,202.1945
Louisiana,LA,22,2015,4668960,25202,492,5561,17416,157708,35457,112520,9731,539.7776,10.53768,119.1058,373.0167,3377.797,759.4197,2409.958,208.419
Louisiana,LA,22,2016,4686157,26477,555,5575,18528,154511,34689,109492,10330,565.0045,11.84339,118.9674,395.3773,3297.179,740.2441,2336.499,220.4365
Louisiana,LA,22,2017,4670818,25986,576,5385,18175,157272,34135,112042,11095,556.348,12.33189,115.2903,389.1181,3367.119,730.8141,2398.766,237.5387
Louisiana,LA,22,2018,4659690,25314,533,4600,18076,152996,31291,110066,11639,543.255,11.43853,98.71902,387.9228,3283.394,671.5253,2362.088,249.7806
Louisiana,LA,22,2019,4658285,26072,547,4129,19114,148429,27440,110123,10866,559.691,11.74252,88.63777,410.3227,3186.344,589.058,2364.024,233.2618
Louisiana,LA,22,2020,4645318,29704,734,3747,23087,133989,23698,97891,12400,639.4395,15.80086,80.66187,496.995,2884.388,510.1481,2107.305,266.9354
Louisiana,LA,22,2021,4627098,30666,907,2778,25100,117013,22887,81029,13097,662.748,19.60192,60.03763,542.4566,2528.864,494.6297,1751.184,283.05
Louisiana,LA,22,2022,4590241,28852,740,3091,23046,126147,22850,89052,14245,628.5509,16.12116,67.33851,502.0652,2748.156,497.7952,1940.029,310.3323
Maine,ME,23,2008,1316456,1572,31,333,829,32433,6559,24695,1179,119.4115,2.354807,25.29519,62.9721,2463.66,498.2316,1875.87,89.55863
Maine,ME,23,2009,1318301,1580,26,399,780,31706,6729,23955,1022,119.8512,1.972235,30.26623,59.16706,2405.065,510.4297,1817.112,77.52402
Maine,ME,23,2010,1327379,1621,24,412,796,32900,7364,24547,989,122.1204,1.808074,31.03861,59.9678,2478.569,554.7775,1849.283,74.50774
Maine,ME,23,2011,1328544,1638,26,370,848,33829,7865,24886,1078,123.2929,1.95703,27.85004,63.82927,2546.321,592.0015,1873.178,81.14146
Maine,ME,23,2012,1328501,1626,26,420,808,33398,7476,24931,991,122.3936,1.957093,31.61458,60.82043,2513.961,562.7395,1876.626,74.59535
Maine,ME,23,2013,1328702,1761,24,335,907,30454,6480,23063,911,132.5354,1.806274,25.21258,68.26211,2292.011,487.694,1735.754,68.56316
Maine,ME,23,2014,1330256,1698,21,304,889,26427,5035,20591,801,127.6446,1.578644,22.85275,66.82924,1986.61,378.4986,1547.898,60.21397
Maine,ME,23,2015,1329453,1726,23,311,931,24361,4694,18853,814,129.8278,1.730035,23.39308,70.0288,1832.408,353.0775,1418.102,61.22819
Maine,ME,23,2016,1330232,1649,20,268,948,21908,4001,17131,776,123.9633,1.503497,20.14686,71.26576,1646.931,300.7746,1287.82,58.33569
Maine,ME,23,2017,1335063,1610,23,249,868,20142,3337,16012,793,120.5936,1.722765,18.6508,65.01566,1508.693,249.9507,1199.344,59.39795
Maine,ME,23,2018,1339057,1500,23,228,802,18201,2712,14712,777,112.0191,1.717627,17.02691,59.89289,1359.24,202.5306,1098.684,58.02591
Maine,ME,23,2019,1345770,1562,22,192,828,16791,2360,13705,726,116.0674,1.634752,14.26692,61.52612,1247.687,175.3643,1018.376,53.94681
Maine,ME,23,2020,1350141,1466,22,170,788,15610,2009,12739,862,108.5813,1.62946,12.59128,58.36427,1156.176,148.7993,943.5311,63.84518
Maine,ME,23,2021,1377238,1555,20,161,852,15621,1739,12985,897,112.9071,1.452182,11.69006,61.86295,1134.227,126.2672,942.829,65.13036
Maine,ME,23,2022,1385340,1431,30,139,818,16811,1605,14224,982,103.2959,2.165533,10.03364,59.04688,1213.493,115.856,1026.752,70.88512
Maryland,MD,24,2008,5633597,35393,493,13203,20570,198165,38849,133983,25333,628.2487,8.75107,234.3618,365.1308,3517.557,689.595,2378.285,449.6772
Maryland,MD,24,2009,5699478,33625,440,12007,20022,182295,36905,125771,19619,589.9663,7.720005,210.6684,351.2953,3198.451,647.5154,2206.711,344.2245
Maryland,MD,24,2010,5785681,31607,426,11054,18899,173309,36704,118578,18027,546.297,7.363005,191.0579,326.6513,2995.481,634.3938,2049.508,311.5796
Maryland,MD,24,2011,5839572,28817,399,10342,16876,166846,35823,114951,16072,493.4779,6.832693,177.102,288.9938,2857.161,613.4525,1968.483,275.2256
Maryland,MD,24,2012,5884868,28086,373,10173,16303,162309,33803,113550,14956,477.2579,6.33829,172.8671,277.0326,2758.074,574.4054,1929.525,254.1433
Maryland,MD,24,2013,5938737,28235,384,10048,16124,157918,31950,112551,13417,475.4378,6.466022,169.1942,271.5056,2659.118,537.9932,1895.201,225.9235
Maryland,MD,24,2014,5975346,26767,362,9565,15208,150390,28134,109140,13116,447.9573,6.058227,160.0744,254.5125,2516.842,470.8347,1826.505,219.5019
Maryland,MD,24,2015,5994983,28185,538,10111,15819,142547,26432,102701,13414,470.1431,8.974171,168.6577,263.8706,2377.771,440.902,1713.116,223.7538
Maryland,MD,24,2016,6024752,29019,536,10815,15841,139716,24832,100995,13889,481.663,8.896632,179.5095,262.932,2319.033,412.1664,1676.335,230.5323
Maryland,MD,24,2017,6024891,30321,558,11189,16862,134705,23526,97657,13522,503.2622,9.261579,185.7129,279.8723,2235.808,390.4801,1620.892,224.4356
Maryland,MD,24,2018,6035802,28330,491,9716,16132,122945,18910,91887,12148,469.366,8.134793,160.9728,267.2719,2036.929,313.2972,1522.366,201.2657
Maryland,MD,24,2019,6054954,27511,545,9215,15807,118091,16872,89938,11281,454.3552,9.000895,152.1894,261.059,1950.32,278.6479,1485.362,186.3103
Maryland,MD,24,2020,6055802,24215,553,7174,14756,97487,15261,71757,10469,399.8645,9.131739,118.4649,243.6671,1609.812,252.0063,1184.93,172.8755
Maryland,MD,24,2021,6174610,26866,680,7425,16565,93975,13022,69005,11948,435.1044,11.01284,120.2505,268.2761,1521.958,210.8959,1117.56,193.5021
Maryland,MD,24,2022,6164660,24565,526,7038,15116,100818,11728,75539,13551,398.481,8.532506,114.1669,245.2041,1635.419,190.2457,1225.355,219.8175
Massachusetts,MA,25,2008,6497967,30137,166,7077,21143,155919,36251,106913,12755,463.7912,2.554645,108.911,325.3787,2399.504,557.8822,1645.33,196.2922
Massachusetts,MA,25,2009,6593587,30503,173,7467,21129,153178,34515,106799,11864,462.6162,2.623762,113.2464,320.4477,2323.136,523.4632,1619.74,179.9324
Massachusetts,MA,25,2010,6555466,30737,214,6897,21842,154496,37903,105124,11469,468.8759,3.264451,105.2099,333.1876,2356.751,578.1893,1603.608,174.9532
Massachusetts,MA,25,2011,6607003,28232,184,6768,19626,148829,36403,101644,10782,427.3042,2.784924,102.4368,297.0485,2252.595,550.976,1538.428,163.1905
Massachusetts,MA,25,2012,6645303,27047,121,6555,18721,143325,34635,99453,9237,407.0093,1.820835,98.6411,281.7178,2156.787,521.1952,1496.591,139.0004
Massachusetts,MA,25,2013,6708874,27264,138,6705,18118,137274,30716,97437,9121,406.3871,2.056977,99.94225,270.0602,2046.156,457.8414,1452.36,135.9543
Massachusetts,MA,25,2014,6755124,26689,133,6077,18277,125481,24951,92226,8304,395.0927,1.968876,89.96134,270.565,1857.568,369.364,1365.275,122.9289
Massachusetts,MA,25,2015,6784240,26453,131,5266,18974,114547,21826,84676,8045,389.9184,1.930946,77.62108,279.6776,1688.428,321.7162,1248.128,118.5837
Massachusetts,MA,25,2016,6823721,25975,135,5365,18334,106430,19204,79155,8071,380.6574,1.978393,78.6228,268.6804,1559.706,281.43,1159.998,118.2786
Massachusetts,MA,25,2017,6863246,24318,172,4874,17073,97977,16916,73573,7488,354.3221,2.506103,71.01596,248.7598,1427.561,246.4723,1071.985,109.1029
Massachusetts,MA,25,2018,6882635,23424,138,4084,16737,87658,14095,66968,6595,340.3348,2.005046,59.33774,243.1772,1273.611,204.7908,972.9995,95.82086
Massachusetts,MA,25,2019,6894883,22662,153,3625,16640,81399,12323,62944,6132,328.6785,2.219037,52.57522,241.3384,1180.571,178.7267,912.9089,88.93552
Massachusetts,MA,25,2020,6893574,21288,160,3015,16262,72602,10323,55444,6835,308.8093,2.321002,43.73639,235.9008,1053.184,149.7482,804.2853,99.15031
Massachusetts,MA,25,2021,6989690,21043,134,2616,16237,69918,9596,53513,6809,301.0577,1.917109,37.42655,232.2993,1000.302,137.2879,765.5991,97.41491
Massachusetts,MA,25,2022,6981974,22484,148,2630,17673,74714,9968,57784,6962,322.0293,2.119744,37.66843,253.1233,1070.099,142.7677,827.6169,99.71392
Michigan,MI,26,2008,10003422,51512,554,13246,33205,295100,74787,184558,35755,514.9438,5.538105,132.4147,331.9364,2949.99,747.6142,1844.949,357.4277
Michigan,MI,26,2009,9969727,49825,623,12427,32251,284019,76046,178628,29345,499.7629,6.248918,124.6473,323.4893,2848.814,762.7691,1791.704,294.3411
Michigan,MI,26,2010,9877143,48693,580,11522,31858,271501,74345,169748,27408,492.9867,5.872143,116.6532,322.5427,2748.781,752.6974,1718.594,277.4891
Michigan,MI,26,2011,9876801,43731,617,10263,28507,251329,69755,156666,24908,442.7648,6.246962,103.9102,288.6259,2544.64,706.2509,1586.202,252.1869
Michigan,MI,26,2012,9882519,44962,701,10423,29203,249249,65560,158609,25080,454.965,7.093333,105.4691,295.5016,2522.12,663.3936,1604.945,253.7814
Michigan,MI,26,2013,9898193,44757,625,10093,27254,230135,56256,149794,24085,452.1734,6.314284,101.9681,275.3432,2325.02,568.3462,1513.347,243.3272
Michigan,MI,26,2014,9916306,42555,544,8037,27610,202692,44328,137142,21222,429.1417,5.485914,81.04832,278.4303,2044.027,447.0213,1382.995,214.0111
Michigan,MI,26,2015,9917715,41712,585,7818,26599,191191,40375,132019,18797,420.5807,5.898536,78.82864,268.1969,1927.773,407.0998,1331.143,189.5295
Michigan,MI,26,2016,9933445,45782,612,7123,30779,190249,39738,130249,20262,460.8875,6.161005,71.70724,309.8522,1915.237,400.0425,1311.217,203.9776
Michigan,MI,26,2017,9976447,44883,569,6508,30696,179839,35833,124410,19596,449.8896,5.703434,65.23364,307.6847,1802.636,359.176,1247.037,196.4226
Michigan,MI,26,2018,9984072,45176,555,5638,31082,166186,31834,116876,17476,452.4807,5.558854,56.46994,311.3159,1664.511,318.8479,1170.625,175.0388
Michigan,MI,26,2019,9984795,43793,576,5352,30509,158317,28574,111900,17843,438.5969,5.768772,53.6015,305.5546,1585.581,286.1751,1120.704,178.7017
Michigan,MI,26,2020,9966555,47641,754,4438,36384,135633,23231,94017,18385,478.0087,7.565302,44.52893,365.0609,1360.881,233.0896,943.325,184.4669
Michigan,MI,26,2021,10037504,49295,761,4039,37708,137199,20654,94899,21646,491.1082,7.581566,40.23909,375.6711,1366.864,205.7683,945.4442,215.6512
Michigan,MI,26,2022,10034113,46257,695,3672,35386,154203,21503,105887,26813,460.9974,6.926372,36.59516,352.657,1536.788,214.299,1055.27,267.2184
Minnesota,MN,27,2008,5220393,13853,110,4179,7759,149517,26558,112764,10195,265.3632,2.107121,80.05145,148.6287,2864.095,508.7357,2160.067,195.2918
Minnesota,MN,27,2009,5266214,12874,74,3619,7392,139286,25580,105160,8546,244.4641,1.405184,68.7211,140.3665,2644.898,485.7379,1996.88,162.2798
Minnesota,MN,27,2010,5310658,12515,96,3388,7233,136431,24415,103429,8587,235.6582,1.807686,63.79624,136.1978,2569.004,459.7359,1947.574,161.6937
Minnesota,MN,27,2011,5347299,12323,75,3385,6750,136183,25681,102354,8148,230.4528,1.402577,63.30299,126.232,2546.762,480.2612,1914.125,152.376
Minnesota,MN,27,2012,5379646,12419,99,3475,7207,138152,25378,104316,8458,230.8516,1.84027,64.59533,133.9679,2568.05,471.7411,1939.087,157.2222
Minnesota,MN,27,2013,5422060,12710,114,3674,6908,131193,22713,100514,7966,234.4128,2.102522,67.76022,127.4054,2419.615,418.8998,1853.797,146.9183
Minnesota,MN,27,2014,5457125,12505,88,3687,6729,125377,20773,96237,8367,229.15,1.612571,67.56305,123.3067,2297.492,380.6583,1763.511,153.3225
Minnesota,MN,27,2015,5482435,13319,133,3771,7094,121984,19299,94704,7981,242.9395,2.425929,68.7833,129.3951,2224.997,352.0151,1727.408,145.574
Minnesota,MN,27,2016,5525050,13365,101,3730,7185,117723,18582,90421,8720,241.8983,1.828038,67.5107,130.0441,2130.714,336.3228,1636.564,157.8266
Minnesota,MN,27,2017,5568155,13345,114,3627,7199,122430,18828,93602,10000,239.6665,2.047357,65.13828,129.2888,2198.753,338.1371,1681.024,179.5927
Minnesota,MN,27,2018,5606249,12403,107,2946,6875,112186,16206,85849,10131,221.2353,1.908584,52.5485,122.631,2001.088,289.0703,1531.309,180.7091
Minnesota,MN,27,2019,5640053,13395,127,3155,7614,117971,16026,90685,11260,237.4978,2.251752,55.93919,134.9987,2091.665,284.1463,1607.875,199.6435
Minnesota,MN,27,2020,5657342,15698,190,3877,9420,120212,17370,88696,14146,277.4801,3.358468,68.53042,166.5093,2124.885,307.0346,1567.803,250.0468
Minnesota,MN,27,2021,5711471,17643,203,3999,10839,116831,14735,87732,14364,308.9047,3.554251,70.01699,189.776,2045.55,257.9896,1536.067,251.4939
Minnesota,MN,27,2022,5717184,16044,182,3260,10275,112448,12244,83747,16457,280.6277,3.183385,57.02108,179.7213,1966.842,214.1614,1464.83,287.8515
Mississippi,MS,28,2008,2938618,8942,236,3079,4669,85488,25506,53730,6252,304.2927,8.030986,104.7771,158.8842,2909.123,867.959,1828.411,212.7531
Mississippi,MS,28,2009,2951996,8451,194,2969,4297,87327,29559,52329,5439,286.2809,6.571825,100.576,145.5625,2958.236,1001.323,1772.665,184.2482
Mississippi,MS,28,2010,2970072,7999,204,2777,4087,88596,30453,52784,5359,269.3201,6.86852,93.49942,137.6061,2982.958,1025.329,1777.196,180.4333
