state_name,state_abbreviation,statefip,year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rate_violent_crime,rate_homicide,rate_robbery,rate_aggravated_assault,rate_property_crime,rate_burglary,rate_larceny,rate_motor_vehicle_theft
Virginia,VA,51,2011,8104384,16014,304,5425,8694,182902,30656,142476,9770,197.5968,3.751056,66.93908,107.2753,2256.828,378.2644,1758.011,120.552
Virginia,VA,51,2012,8186628,15676,322,4718,9131,178434,29651,139654,9129,191.483,3.933243,57.63057,111.5355,2179.579,362.1882,1705.879,111.5111
Virginia,VA,51,2013,8270345,16355,320,4574,9111,171558,26717,136215,8626,197.7547,3.869246,55.30604,110.1647,2074.375,323.0458,1647.029,104.3004
Virginia,VA,51,2014,8328098,16522,350,4294,9462,161934,23210,131001,7723,198.3886,4.20264,51.56039,113.6154,1944.43,278.6951,1573,92.73426
Virginia,VA,51,2015,8367587,16705,390,4459,9357,157803,21542,128064,8197,199.6394,4.660842,53.28896,111.8244,1885.884,257.4458,1530.477,97.96133
Virginia,VA,51,2016,8414380,18495,482,4826,10357,157292,20159,127285,9848,219.8023,5.728289,57.35419,123.0869,1869.324,239.578,1512.708,117.0377
Virginia,VA,51,2017,8465207,17811,470,4331,9984,152515,18524,123812,10179,210.4024,5.552138,51.16236,117.9416,1801.669,218.8251,1462.599,120.2451
Virginia,VA,51,2018,8501286,17357,417,3610,10258,142931,15659,116496,10776,204.1691,4.90514,42.46416,120.6641,1681.287,184.1957,1370.334,126.7573
Virginia,VA,51,2019,8556642,17916,447,3520,11034,140944,13972,116656,10316,209.3812,5.224012,41.13763,128.9525,1647.188,163.2884,1363.339,120.5613
Virginia,VA,51,2020,8590563,17925,524,2947,12175,125114,11465,102796,10853,208.6592,6.099717,34.30508,141.7253,1456.412,133.4604,1196.615,126.3363
Virginia,VA,51,2021,8657365,19526,573,2920,13182,125478,10508,103506,11464,225.5421,6.618642,33.72851,152.2634,1449.379,121.3764,1195.583,132.419
Virginia,VA,51,2022,8683619,20324,638,3336,13727,147249,10818,122473,13958,234.0499,7.347167,38.41716,158.0793,1695.71,124.5794,1410.391,160.7394
Washington,WA,53,2008,6549224,21888,193,6419,12623,249283,53136,167013,29134,334.2075,2.946914,98.01161,192.7404,3806.298,811.3328,2550.119,444.8466
Washington,WA,53,2009,6664195,22412,190,6711,12928,245215,53047,168421,23747,336.3047,2.851057,100.7023,193.9919,3679.589,796.0001,2527.252,356.3371
Washington,WA,53,2010,6742950,21138,154,5929,12476,249426,55192,168490,25744,313.483,2.283867,87.92887,185.0229,3699.063,818.5142,2498.758,381.7914
Washington,WA,53,2011,6823267,20152,163,5627,12042,244209,56561,162828,24820,295.3424,2.388885,82.46783,176.4844,3579.063,828.9431,2386.364,363.7554
Washington,WA,53,2012,6895318,20553,217,5801,12285,254377,61376,166338,26663,298.0718,3.147063,84.12955,178.1644,3689.126,890.1112,2412.333,386.6827
Washington,WA,53,2013,6973742,20223,167,5829,11623,259139,58487,172227,28425,289.9878,2.394697,83.58497,166.6681,3715.925,838.6746,2469.65,407.6004
Washington,WA,53,2014,7063166,20185,178,5641,11586,261257,55381,175317,30559,285.7784,2.520116,79.86504,164.0341,3698.865,784.0818,2482.131,432.653
Washington,WA,53,2015,7160290,20505,218,5450,12059,249474,51114,171393,26967,286.3711,3.044569,76.11423,168.415,3484.133,713.8538,2393.66,376.6188
Washington,WA,53,2016,7280934,22101,195,5649,13124,254994,49249,173423,32322,303.5462,2.678228,77.5862,180.2516,3502.216,676.4105,2381.878,443.9266
Washington,WA,53,2017,7425432,22483,226,5386,13571,235206,43687,162154,29365,302.7837,3.043594,72.5345,182.7638,3167.573,588.3429,2183.765,395.4652
Washington,WA,53,2018,7523869,23719,236,5557,14316,223256,40434,154941,27881,315.25,3.136684,73.85828,190.2744,2967.303,537.4097,2059.326,370.5673
Washington,WA,53,2019,7614024,23095,205,5356,14037,207539,34976,147778,24785,303.3219,2.6924,70.34388,184.3572,2725.747,459.3629,1940.866,325.5178
Washington,WA,53,2020,7693612,22596,301,5183,14435,210223,40167,142657,27399,293.6982,3.912337,67.36758,187.6232,2732.436,522.0825,1854.227,356.1266
Washington,WA,53,2021,7740745,25987,331,5733,16818,234972,41322,158035,35615,335.717,4.276074,74.06264,217.2659,3035.522,533.8246,2041.599,460.0978
Washington,WA,53,2022,7785786,29247,387,6756,19049,261323,43837,167709,49777,375.6461,4.970596,86.77351,244.6638,3356.411,563.0389,2154.041,639.3317
West Virginia,WV,54,2008,1814468,5006,67,896,3654,45971,10840,31967,3164,275.8936,3.692542,49.38087,201.3813,2533.58,597.4203,1761.784,174.3762
West Virginia,WV,54,2009,1819777,5554,84,914,4086,46215,12005,31453,2757,305.2022,4.61595,50.22593,224.533,2539.597,659.6962,1728.399,151.5021
West Virginia,WV,54,2010,1854368,5586,58,776,4390,41301,10778,28104,2419,301.2347,3.12775,41.84714,236.7383,2227.228,581.2223,1515.557,130.4488
West Virginia,WV,54,2011,1854908,5497,87,802,4236,39009,10245,26656,2108,296.3489,4.690259,43.23664,228.3671,2103.015,552.3185,1437.052,113.6444
West Virginia,WV,54,2012,1856680,5943,70,835,4623,44500,11466,30800,2234,320.0875,3.77017,44.97275,248.9928,2396.751,617.5539,1658.875,120.3223
West Virginia,WV,54,2013,1853595,5657,62,653,4242,39929,9908,28055,1966,305.1907,3.344851,35.22884,228.8526,2154.138,534.5289,1513.545,106.0642
West Virginia,WV,54,2014,1848751,5850,84,655,4517,38282,9368,26954,1960,316.4298,4.543608,35.42933,244.3271,2070.695,506.7205,1457.957,106.0175
West Virginia,WV,54,2015,1841053,6397,85,783,4819,38694,9467,26984,2243,347.4642,4.616923,42.53001,261.7524,2101.732,514.2166,1465.683,121.8325
West Virginia,WV,54,2016,1828637,6633,85,720,5144,37282,9127,25657,2498,362.7292,4.648271,39.37359,281.3024,2038.786,499.1149,1403.067,136.6045
West Virginia,WV,54,2017,1817048,6564,98,673,5000,32560,7557,21917,3086,361.2453,5.393363,37.0381,275.1716,1791.917,415.8943,1206.187,169.8359
West Virginia,WV,54,2018,1804291,5411,76,333,4286,27888,5916,19783,2189,299.8962,4.212181,18.456,237.5448,1545.649,327.885,1096.442,121.3219
West Virginia,WV,54,2019,1795263,5725,100,347,4460,27327,5282,19825,2220,318.8948,5.570214,19.32864,248.4316,1522.172,294.2187,1104.295,123.6588
West Virginia,WV,54,2020,1784787,6352,117,369,5034,24976,4877,17828,2271,355.8968,6.555404,20.67474,282.0505,1399.383,273.2539,998.8867,127.2421
West Virginia,WV,54,2021,1785526,5205,108,210,3942,24225,3839,18408,1978,291.5107,6.048638,11.76124,220.7753,1356.743,215.0067,1030.957,110.7797
West Virginia,WV,54,2022,1775156,4934,81,178,3886,21836,3377,16885,1574,277.9474,4.562979,10.02729,218.9103,1230.089,190.2368,951.184,88.66827
Wisconsin,WI,55,2008,5627967,15507,146,5163,9070,155456,27459,116456,11541,275.5347,2.594187,91.73828,161.1594,2762.205,487.9026,2069.238,205.0652
Wisconsin,WI,55,2009,5654774,14650,146,4904,8482,147692,26813,111947,8932,259.0731,2.581889,86.72318,149.9971,2611.811,474.1657,1979.69,157.955
Wisconsin,WI,55,2010,5691659,14167,155,4516,8305,142781,26636,107993,8152,248.9081,2.723283,79.34418,145.9153,2508.601,467.9831,1897.391,143.2271
Wisconsin,WI,55,2011,5709843,14268,138,4600,8340,139912,27167,104472,8273,249.8843,2.416879,80.56264,146.0636,2450.365,475.7924,1829.682,144.8902
Wisconsin,WI,55,2012,5724554,16254,169,4692,10165,140780,27931,104619,8230,283.9348,2.952195,81.96272,177.5684,2459.231,487.9157,1827.548,143.7667
Wisconsin,WI,55,2013,5742953,16118,163,4834,9285,125694,24358,93946,7390,280.657,2.838261,84.17272,161.6764,2188.665,424.1372,1635.848,128.6794
Wisconsin,WI,55,2014,5759432,16763,159,5101,9826,120535,21375,89255,9905,291.053,2.760689,88.56776,170.6071,2092.828,371.1303,1549.719,171.9788
Wisconsin,WI,55,2015,5767891,17549,240,5234,10270,114171,19602,83572,10997,304.2533,4.160966,90.74374,178.0547,1979.424,339.8469,1448.918,190.6589
Wisconsin,WI,55,2016,5772917,17716,232,4707,10772,111911,19498,82455,9958,306.8813,4.018765,81.5359,186.5954,1938.552,337.7495,1428.307,172.4951
Wisconsin,WI,55,2017,5792051,18638,192,4370,11899,104908,17570,77868,9470,321.7858,3.314888,75.44823,205.4367,1811.241,303.3468,1344.394,163.4999
Wisconsin,WI,55,2018,5807406,17365,175,3493,11364,91238,14180,68380,8678,299.0147,3.013394,60.14734,195.6812,1571.063,244.171,1177.462,149.4299
Wisconsin,WI,55,2019,5824581,17305,189,2994,11764,85796,12572,65687,7537,297.1029,3.244869,51.40284,201.9716,1472.999,215.8439,1127.755,129.3999
Wisconsin,WI,55,2020,5832655,18861,308,3081,13452,86654,12744,64517,9393,323.369,5.280614,52.82328,230.6325,1485.67,218.494,1106.134,161.0416
Wisconsin,WI,55,2021,5880101,19134,332,2692,13467,90409,10467,61478,18464,325.4026,5.646162,45.78152,229.0267,1537.542,178.0071,1045.526,314.0082
Wisconsin,WI,55,2022,5892539,17502,314,2323,12592,81611,9059,57805,14747,297.0197,5.328773,39.42273,213.694,1384.989,153.7368,980.9863,250.2656
Wyoming,WY,56,2008,532668,1330,12,87,1046,14515,2198,11584,733,249.6865,2.25281,16.33288,196.37,2724.962,412.6398,2174.713,137.6092
Wyoming,WY,56,2009,544270,1196,11,78,935,14243,2176,11310,757,219.7439,2.021056,14.33112,171.7897,2616.9,399.8016,2078.013,139.0854
Wyoming,WY,56,2010,564554,1117,8,77,870,13869,2151,11126,592,197.8553,1.417048,13.63908,154.1039,2456.629,381.0087,1970.759,104.8615
Wyoming,WY,56,2011,567356,1245,18,71,1010,12878,1864,10493,521,219.4389,3.172611,12.51419,178.0187,2269.827,328.5415,1849.456,91.82947
Wyoming,WY,56,2012,576626,1161,14,61,932,13222,2125,10513,584,201.3437,2.427917,10.57878,161.6299,2292.994,368.5231,1823.192,101.2788
Wyoming,WY,56,2013,583223,1212,17,74,917,12809,1956,10275,578,207.8107,2.914837,12.68811,157.2297,2196.244,335.3777,1761.762,99.10446
Wyoming,WY,56,2014,584304,1142,16,53,899,11477,1689,9185,603,195.4462,2.738301,9.070621,153.8583,1964.217,289.0619,1571.956,103.1997
Wyoming,WY,56,2015,586555,1300,16,59,1054,11151,1762,8797,592,221.6331,2.727792,10.05873,179.6933,1901.1,300.3981,1499.774,100.9283
Wyoming,WY,56,2016,584910,1431,20,59,1146,11460,1771,8889,800,244.653,3.419329,10.08702,195.9276,1959.276,302.7816,1519.721,136.7732
Wyoming,WY,56,2017,578934,1358,14,98,993,10528,1556,8211,761,234.569,2.418238,16.92766,171.5221,1818.515,268.7698,1418.296,131.4485
Wyoming,WY,56,2018,577601,1235,14,75,885,10308,1551,7974,783,213.8154,2.423819,12.98474,153.22,1784.623,268.5245,1380.538,135.5607
Wyoming,WY,56,2019,580116,1247,13,67,844,9097,1394,6981,722,214.957,2.240931,11.54941,145.4881,1568.135,240.2968,1203.38,124.4579
Wyoming,WY,56,2020,582328,1364,18,66,947,9379,1225,7190,964,234.2323,3.091042,11.33382,162.6231,1610.604,210.3625,1234.699,165.5424
Wyoming,WY,56,2021,579483,1297,18,70,803,9769,1565,6907,1297,223.8202,3.106217,12.07973,138.5718,1685.813,270.0683,1191.925,223.8202
Wyoming,WY,56,2022,581381,1174,15,46,748,9516,1218,7354,944,201.933,2.580064,7.912195,128.6592,1636.792,209.5012,1264.919,162.372
